x,y,place,size,update,startdate,enddate,title,url
2.78998,39.7058,"Alaró, Balearic Islands, ES",,2011/09/13,2011/09/13,2011/09/13,Declarado un <b>incendio forestal</b> de nivel 0 en Alaro ~ Mallorca en la red,http://www.mallorcaenlared.com/2011/09/declarado-un-incendio-forestal-de-nivel.html
22.999564005783299,42.154229133760154,Boboshevo,40,2011/09/13,2011/09/13,2011/09/13,Голям горски пожар бушува край град Бобошево,http://www.vesti.bg/index.phtml?tid=40&oid=4115412
13.82376602981447,42.214667136195807,Bussi sul Tirino,3,2011/09/13,2011/09/12,2011/09/13,In fumo tre ettari di bosco sui monti di San Rocco Fiamme vicine ... - Il Centro,http://ilcentro.gelocal.it/pescara/cronaca/2011/09/13/news/in-fumo-tre-ettari-di-bosco-sui-monti-di-san-rocco-fiamme-vicine-alla-solvay-4953157
22.135741028657261,37.402522727467812,"Megalopolis, Arcadia",,2011/09/13,2011/09/13,2011/09/13,Φωτιά στην Μεγαλόπολη - SKAI,http://www.skai.gr/news/greece/article/179999/fotia-stin-megalopoli/
26.12496643498595,41.525416155019386,Ivailovgrad,,2011/09/15,2011/09/14,2011/09/15,Огненият ад в Ивайловградско продължава,http://www.cross-bg.net/index/article/articleid/1247131
12.571384461726804,43.353484299628327,Gubbio,30,2011/09/14,2011/09/14,2011/09/14,Vasto incendio tra Umbria e Marche: in fiamme 30 ettari di bosco - TM News,http://www.tmnews.it/web/sezioni/videonews/20110914_video_16333245.shtml
-6.627973307475843,42.996250897300818,Muniellos,40,2011/09/15,2011/09/10,2011/09/10,Un incendio intencionado quema 40 hectáreas de monte en la reserva ... - La Nueva España,http://www.lne.es/sucesos/2011/09/15/incendio-intencionado-quema-40-hectareas-monte-reserva-natural-muniellos/1129396.html
22.434596679493655,38.443625817776095,"Itea, Penteoria Fokida",,2011/09/14,2011/09/14,2011/09/14,"Πυρκαγιές σε Φωκίδα, Φλώρινα και Μαγνησία",http://www.enet.gr/?i=news.el.ellada&id=309697
22.434596679493655,38.443625817776095,"Itea, Penteoria Fokida",,2011/09/14,2011/09/14,2011/09/14,Πυρκαγιά στη Πεντεόρια της Φωκίδας - SKAI,http://www.skai.gr/news/greece/article/180098/purkagia-sti-pedeoria-tis-fokidas/
22.769045033939861,39.196593944298122,Almyros Magnesia,,2011/09/14,2011/09/14,2011/09/14,"Πυρκαγιές σε Φωκίδα, Φλώρινα και Μαγνησία - Ελευθεροτυπία",http://www.enet.gr/?i=news.el.ellada&id=309697
12.847917813556155,43.940082796973051,"Parco San Bartolo, Pesaro",7,2011/09/15,2011/09/14,2011/09/14,"Nessuna tregua per il Parco San Bartolo, in fumo altri sette ettari - Vivere Pesaro",http://www.viverepesaro.it/index.php?page=articolo&articolo_id=313455
24.873066705522579,35.051900887587948,"Moires, Creta",20,2011/09/15,2011/09/15,2011/09/15,Υπό έλεγχο η μεγάλη φωτιά στις Μοίρες Κρήτης - Πρώτο ΘΕΜΑ,http://www.protothema.gr/greece/article/?aid=146011
-0.60800841307877,38.192558672989207,Santa Pola,1,2011/09/15,2011/09/15,2011/09/15,Extinguido un <b>incendio forestal</b> en Santa Pola tras quemar más de <b>...</b>,http://www.noticiassanvicenteraspeig.com/extinguido-un-incendio-forestal-en-santa-pola-tras-quemar-mas-de-una-hectarea/?utm_source=rss&utm_medium=rss&utm_campaign=extinguido-un-incendio-forestal-en-santa-pola-tras-quemar-mas-de-una-hectarea
0.31319,41.0935,Batea,,2011/09/16,2011/09/15,2011/09/15,Controlado el <b>incendio forestal</b> declarado en Batea,http://www.noticiassanvicenteraspeig.com/controlado-el-incendio-forestal-declarado-en-batea/?utm_source=rss&utm_medium=rss&utm_campaign=controlado-el-incendio-forestal-declarado-en-batea
-8.40375,42.123,As Neves,,2011/09/16,2011/09/16,2011/09/16,Declarado un incendio forestal en As Neves (Pontevedra) próximo a ... - Qué.es,http://www.que.es/coruna/201109160948-declarado-incendio-forestal-neves-pontevedra-epi.html
12.660930957515328,41.769291474298292,Marino,,2011/09/15,2011/09/15,2011/09/15,Marino: vasto incendio lambisce il centro storico - RomaToday,http://www.romatoday.it/zone/castelli/marino/incendio-via-posta-vecchia-zona-ortacci.html
-1.89908,39.9692,Cañada del Hoyo,281,2011/09/15,2011/09/10,2011/09/14,Queda totalmente extinguido el incendio más importante de Cuenca ... - ABC.es,http://www.abc.es/agencias/noticia.asp?noticia=924983
1.35875,41.329799999999892,Aiguamúrcia,5,2011/09/15,2011/09/15,2011/09/15,Controlado un incendio de Aiguamúrcia que ha quemado cinco hectáreas - ABC.es,http://www.abc.es/agencias/noticia.asp?noticia=924914
-9.337069058661244,38.944706925987418,"Bocal de Baixo, Mafra",,2011/09/15,2011/09/15,2011/09/15,Mafra e Bragança: Dois fogos em zonas de mato - Correio da Manhã,http://www.cmjornal.xl.pt/detalhe/noticias/nacional/portugal/mafra-e-braganca-dois-fogos-em-zonas-de-mato
14.2,40.85,Camaldoli,,2011/09/15,2011/09/14,2011/09/15,CRONACA: Domato l'incendio sui Camaldoli. Nuovo rogo a Monte Sant ... - Napoli Village - Quotidiano di informazioni Online,http://www.napolivillage.com/Napoli/cronaca-domato-lincendio-sui-camaldoli-nuovo-rogo-a-monte-santangelo.html
33.436665694295549,36.645713318420796,Mut,6,2011/09/15,2011/09/15,2011/09/15,Mut'ta Orman Yangını - Haberciniz,http://www.haberciniz.biz/mutta-orman-yangini-1146885h.htm
-0.434659727478557,38.783399674156307,Muro de Alcoy,,2011/09/16,2011/09/15,2011/09/15,Un <b>incendio forestal</b> calcina parte de una pinada en Muro de Alcoy <b>...</b>,http://www.rojoyazul.es/noticias/un-incendio-forestal-calcina-parte-de-una-pinada-en-muro-de-alcoy/
1.507230265830216,38.944389451513203,"Cala Llonga, Roca Llisa (Ibiza)",115,2011/09/20,2011/09/18,2011/09/19,Mil personas evacuadas por un <b>incendio</b> en Ibiza | meganoticia <b>...</b>,http://www.mallorcadiario.com/sociedad/mil-personas-evacuadas-por-un-incendio-en-la-urbanizacion-roca-llisa-de-ibiza-81775.html
1.507230265830216,38.944389451513203,"Cala Llonga, Roca Llisa (Ibiza)",115,2011/09/20,2011/09/18,2011/09/19,Incendio en Ibiza: El fuego arrasa 115 hectáreas de bosque entre Cala Llonga y Roca Llisa,http://www.diariodeibiza.es/pitiuses-balears/2011/09/20/incendio-ibiza-fuego-arrasa-115-hectareas-bosque-cala-llonga-roca-llisa/508131.html
-4.7487,40.2333,La Iglesuela,,2011/09/19,2011/09/18,2011/09/19,122 Personas trabajan en la extinción de un incendio en La Iglesuela - ABC.es,http://www.abc.es/agencias/noticia.asp?noticia=928906
-8.727015082916115,40.120476825618731,"Abrunheira, Montemor-o-Velho",,2011/09/19,2011/09/18,2011/09/19,Incêndio na Abrunheira - Diário de Coimbra,http://www.diariocoimbra.pt/index.php?option=com_content&task=view&id=14617&Itemid=135
2.74453,39.6195,"Marratxí, Palma",5,2011/09/19,2011/09/18,2011/09/19,El incendio forestal de Marratxí ha quemado entre 4 y 5 hectáreas - ABC.es,http://www.abc.es/agencias/noticia.asp?noticia=928956
14.024075138770144,42.128440122522974,Sant'Eufemia,200,2011/09/19,2011/09/18,2011/09/19,IN DIVERSE AREE DEL PESCARESE - Abruzzoweb.it,http://www.abruzzoweb.it/contenuti/incendi-roghi-nella-notte-in-diverse-aree-del-pescarese/36187-4/
-3.374675327038861,36.777686501026658,"Loma de Gualchos, Castel de Ferro",,2011/09/19,2011/09/18,2011/09/19,Un incendio forestal afecta a varias localidades de la costa granadina - Ideal Digital,http://www.ideal.es/granada/20110919/local/costa/incendio-forestal-afecta-varias-201109190956.html
-6.83410695607996,41.89481456905088,"Parque Natural de Montesinho, Vinhais",,2011/09/18,2011/09/18,2011/09/18,Bombeiros combatem incêndios em Vinhais e Vila Real - A Bola,http://www.abola.pt/mundos/ver.aspx?id=288080
15.087267857177292,40.887802396404453,Nusco,,2011/09/18,2011/09/18,2011/09/18,"Incendio a Nusco, intossicato un Vigile del Fuoco - www.lunaset.it",http://www.lunaset.it/news.aspx?news=8558
24.156518700250711,41.171156875969999,"Drama, Monastiraki",,2011/09/18,2011/09/18,2011/09/18,Ολονύχτια μάχη με τις φλόγες στη Δράμα – Κοντά στο Μοναστηράκι η ... - Kavalanet,http://www.kavalanet.gr/enimerosi/news_static/1316381877.php
15.770860129543285,41.829911776357662,Cagnano Varano,500,2011/09/19,2011/09/18,2011/09/18,"Incendi: Puglia; fiamme nei boschi del Subappennino dauno - ANSA.it",http://www.ansa.it/web/notizie/regioni/puglia/2011/09/18/visualizza_new.html_702062870.html
15.770860129543285,41.829911776357662,Cagnano Varano,500,2011/09/19,2011/09/18,2011/09/18,"Incendi, in fumo 500 ettari di bosco a Cagnano Varano",http://foggia.ilquotidianoitaliano.it/cronaca/2011/09/news/incendi-in-fumo-500-ettari-di-bosco-a-cagnano-varano-1115.html/
13.333814266405975,42.840444930261079,Montegallo,40,2011/09/18,2011/09/16,2011/09/17,Incendi/ Altri 40 ettari in fumo nell'Ascolano in 2 giorni - Libero News,http://affaritaliani.libero.it/ultimissime/flash.asp?ticker=180911102047
14.619439613833881,40.718811648136509,Valico di Chiunzi,,2011/09/17,2011/09/16,2011/09/16,Chiuso il Valico di Chiunzi - Angri.info,http://www.angri.info/chiuso-il-valico-di-chiunzi.htm
11.166947433801198,43.103538244345415,"Monticiano, Torniella e Scalvaia",7,2011/09/17,2011/09/17,2011/09/17,Vasto incendio di bosco a Monticiano Impegnati decine di squadre e ... - La Nazione,http://www.lanazione.it/siena/cronaca/2011/09/17/583214-vasto_incendio_bosco_monticiano.shtml
-8.149882925232713,41.743132466292501,Peneda-Gerês,8,2011/09/17,2011/09/17,2011/09/17,Incêndios: Fogo no Parque Nacional Peneda-Gerês extinto ao fim de 12 horas,http://sicnoticias.sapo.pt/Lusa/2011/09/17/incendios-fogo-no-parque-nacional-peneda-geres-extinto-ao-fim-de-12-horas
-8.149882925232713,41.743132466292501,Peneda-Gerês,8,2011/09/17,2011/09/17,2011/09/17,"Fogo no Gerês controlado, bombeiros trabalham em Torre de Moncorvo - A Bola",http://www.abola.pt/mundos/ver.aspx?id=287870
15.180241074546927,37.170342346191241,Priolo,,2011/09/19,2011/09/18,2011/09/19,Home > Notizie > Cronaca > Domenica di fuoco sui Monti Climiti In ... - Giornale di Siracusa,http://www.giornaledisiracusa.it/notizie/cronaca/25132-domenica-di-fuoco-sui-monti-climiti-in-fumo-ettari-di-macchia-mediterranea.html
15.964091777123734,41.703844948428348,Bovino,10,2011/09/19,2011/09/18,2011/09/18,"Incendi, in fumo 500 ettari di bosco a Cagnano Varano - Il Quotidiano Italiano",http://foggia.ilquotidianoitaliano.it/cronaca/2011/09/news/incendi-in-fumo-500-ettari-di-bosco-a-cagnano-varano-1115.html/
18.4289,40.2765,"Torre Dell'orso, Puglia, IT",,2011/09/19,2011/09/19,2011/09/19,"In fiamme pineta a Torre dell'Orso, forte vento rende difficili ... - il Paese Nuovo",http://www.ilpaesenuovo.it/cronaca/23930-in-fiamme-pineta-a-torre-dellorso-forte-vento-rende-difficili-operazioni-spegnimento.html
-6.83425,37.2784,Moguer,30,2011/09/19,2011/09/18,2011/09/18,Extinguido incendio forestal que calcina - Ideal Digital,http://www.ideal.es/agencias/20110919/mas-actualidad/andalucia/extinguido-incendio-forestal-calcina-hectareas_201109191809.html
16.101161682939566,44.162330447352403,Prljevo,240,2011/09/19,2011/09/19,2011/09/19,Kilometarska vatrena fronta duž Ličke magistrale,http://danas.net.hr/hrvatska/page/2011/09/19/0018006.html
15.47144918827609,44.213245974934672,Posedarje,,2011/09/19,2011/09/19,2011/09/19,Duga borba s vatromVatrogasci pokušavaju savladati požar u Lici,http://danas.net.hr/hrvatska/page/2011/09/19/0018006.html
-5.24079,40.1554,Candeleda,69,2011/09/21,2011/09/19,2011/09/19,La Junta rebaja a nivel 0 dos incendios en el Valle del Tiétar - El Norte de Castilla,http://www.elnortedecastilla.es/20110919/local/avila/junta-rebaja-nivel-incendios-201109190802.html
-5.24079,40.1554,Candeleda,69,2011/09/21,2011/09/19,2011/09/19,Los incendios en el Tiétar han quemado más de 120 hectáreas de superficie,http://www.elnortedecastilla.es/20110921/local/avila/incendios-tietar-quemado-hectareas-201109211205.html
-4.763002149044046,40.282362556682827,Casavieja,51,2011/09/21,2011/09/19,2011/09/19,La Junta rebaja a nivel 0 dos incendios en el Valle del Tiétar - El Norte de Castilla,http://www.elnortedecastilla.es/20110919/local/avila/junta-rebaja-nivel-incendios-201109190802.html
-4.763002149044046,40.282362556682827,Casavieja,51,2011/09/21,2011/09/19,2011/09/19,Los incendios en el Tiétar han quemado más de 120 hectáreas de superficie,http://www.elnortedecastilla.es/20110921/local/avila/incendios-tietar-quemado-hectareas-201109211205.html
2.949039084245222,43.232168797526221,Moussan,10,2011/09/19,2011/09/18,2011/09/19,L'incendie maîtrisé au coeur de la nuit - L'indépendant.fr,"http://www.lindependant.fr/2011/09/19/l-incendie-maitrise-au-coeur-de-la-nuit,63499.php"
26.021030091593168,44.309304469521265,Dărăşti,15,2011/09/19,2011/09/18,2011/09/18,REPORTAJ Cum ard zece hectare de pădure de la o ţigară aprinsă,http://www.adevarul.ro/locale/bucuresti/bucuresti-uilfov-padure-magurele-tigara-incendiu_0_557344753.html
23.641762097233958,35.416604357214794,Sirikari Kissamos,,2011/09/21,2011/09/20,2011/09/21,Υπό μερικό έλεγχο και η πυρκαγιά στο Σηρικάριο Κισσάμου - Zougla,http://www.zougla.gr/page.ashx?pid=2&aid=383581&cid=4
-6.783423813899517,42.160149706395501,Parque Natural del Lago de Sanabria,,2011/09/20,2011/09/19,2011/09/20,Un incendio afecta desde anoche al Parque Natural del Lago de Sanabria - La Opinión de Zamora,http://www.laopiniondezamora.es/comarcas/2011/09/20/incendio-afecta-anoche-parque-natural-lago-sanabria/546737.html
-6.192968499137947,41.331249995251447,Villar del Buey,10,2011/09/20,2011/09/19,2011/09/19,Un incendio afecta desde anoche al Parque Natural del Lago de Sanabria - La Opinión de Zamora,http://www.laopiniondezamora.es/comarcas/2011/09/20/incendio-afecta-anoche-parque-natural-lago-sanabria/546737.html
-6.897758528678493,41.969838741090179,Hermisende,18,2011/09/20,2011/09/18,2011/09/19,Un incendio afecta desde anoche al Parque Natural del Lago de Sanabria - La Opinión de Zamora,http://www.laopiniondezamora.es/comarcas/2011/09/20/incendio-afecta-anoche-parque-natural-lago-sanabria/546737.html
-0.283827822128469,39.131957671750193,Favara,12,2011/09/20,2011/09/20,2011/09/20,Diez medios aéreos trabajan para extinguir un <b>incendio forestal</b> en <b>...</b>,http://www.riberaexpress.es/?p=18887
24.01640373737898,35.514000381564941,Chania,,2011/09/20,2011/09/20,2011/09/20,Υπό έλεγχο οι πυρκαγιές που εκδηλώθηκαν στα Χανιά - GOODnet.gr,"http://www.goodnet.gr/index.php?id=13,58962,0,0,1,0"
-6.789364804328212,40.850330758013072,Parque Natural Arribes del Duero,,2011/09/22,2011/09/21,2011/09/22,"Extinguido el incendio de Las Arribes, declarado la pasada noche",http://www.ideal.es/agencias/20110922/mas-actualidad/espana/extinguido-incendio-arribes-declarado-pasada_201109221200.html
-6.789364804328212,40.850330758013072,Parque Natural Arribes del Duero,,2011/09/22,2011/09/21,2011/09/22,Cursalarium » Declarado un <b>incendio forestal</b> en el Parque Natural <b>...</b>,http://www.cursalarium.com/declarado-un-incendio-forestal-en-el-parque-natural-de-arribes-en-salamanca/
-7.496345335479863,40.89944338822702,"Sernancelhe, Viseu",,2011/09/21,2011/09/21,2011/09/21,Sernancelhe: Fogo florestal mantém duas frentes ativas - Diário Digital,http://diariodigital.sapo.pt/news.asp?section_id=13&id_news=532283
14.729533666211099,36.918227421151535,Ciriga,5,2011/09/21,2011/09/21,2011/09/21,Incendio devasta macchia mediterranea a Ciriga - CorrierediRagusa.it,http://www.corrierediragusa.it/articoli/cronache/ispica/14911-incendio-devasta-macchia-mediterranea-a-ciriga.html
-7.0819431307525,40.882527037785593,Quinta de Pero Martins,,2011/09/21,2011/09/21,2011/09/21,"Incêndios: Três fogos ativos em Viseu e Guarda, 134 operacionais ... - Visão",http://aeiou.visao.pt/incendios-tres-fogos-ativos-em-viseu-e-guarda-134-operacionais-no-de-sernancelhe=f623721
-6.807061153544613,42.604618967242786,Villafranca del Bierzo,80,2011/09/26,2011/09/25,2011/09/25,Controlado el incendio de Villafranca del Bierzo que ha arrasado ... - leonoticias.com,http://www.leonoticias.com/frontend/leonoticias/Controlado-El-Incendio-De-Villafranca-Del-Bierzo-Que-Ha-Arra-vn80762-vst208
-7.81456,42.5395,Carballedo,11,2011/09/25,2011/09/24,2011/09/25,Extinguidos dos incendios forestales en O Incio y Carballedo - El Progreso,http://elprogreso.galiciae.com/nova/117053.html
-7.332971242387454,42.649414033949469,O Incio,45,2011/09/25,2011/09/25,2011/09/25,Extinguidos dos incendios forestales en O Incio y Carballedo - El Progreso,http://elprogreso.galiciae.com/nova/117053.html
-7.00305,41.3773,Pombal,,2011/09/25,2011/09/24,2011/09/24,Pombal: Incêndio destrói floresta - Correio da Manhã,http://www.cmjornal.xl.pt/detalhe/noticias/nacional/portugal/pombal-incendio-destroi-floresta
-7.081707958291564,40.574793595302999,"Castanheira, Guarda",,2011/09/26,2011/09/26,2011/09/26,Mais de 100 bombeiros combatem fogo na Guarda - Sol,http://sol.sapo.pt/inicio/Sociedade/Interior.aspx?content_id=29420
35.8308,37.4451,"Kozan, Adana, TR",25,2011/09/26,2011/09/25,2011/09/25,Kozan'da orman yangını - Samanyolu Haber,http://www.samanyoluhaber.com/s_690522_kozanda-orman-yangini.html
30.525181055028913,36.505016355217847,Tekirova,,2011/09/26,2011/09/26,2011/09/26,Antalya Tekirova'da Orman Yangını Kontrol Altına Alındı - Nevşehir Medya Kapadokya da Haberin Yıldızı,http://www.nevsehirmedya.com/antalya-tekirovada-orman-yangini-kontrol-altina-alindi-133104h.htm
-6.946278521786983,42.663948265618089,Vega de Valcarce,60,2011/09/24,2011/09/22,2011/09/23,Un incendio intencionado calcina 60 hectáreas tras arder durante ... - Diario de León,http://www.diariodeleon.es/noticias/bierzo/un-incendio-intencionado-calcina-60-hectareas-tras-arder-durante-21-horas_634596.html
-4.78559,40.4129,Burgohondo,219,2011/09/26,2011/09/23,2011/09/26,Controlado el incendio de Burgohondo después de arrasar 250 hectáreas - El Mundo.es,http://www.elmundo.es/elmundo/2011/09/24/castillayleon/1316855956.html
-4.78559,40.4129,Burgohondo,219,2011/09/26,2011/09/23,2011/09/26,El incendio de Burgohondo se reproduce,http://www.aviladigital.com/subseccion/subseccion2/el-incendio-de-burgohondo-se-reproduce-115247.aspx
-7.25457,42.3394,Pobra de Trives,35,2011/09/26,2011/09/25,2011/09/26,Controlado un incendio forestal registrado en Pobra de Trives ... - Europa Press,http://www.europapress.es/galicia/noticia-controlado-incendio-forestal-registrado-pobra-trives-ourense-afecto-35-hectareas-20110926110429.html
-9.28374,38.7525,Massamá,,2011/09/23,2011/09/23,2011/09/23,Incêndios/Sintra: Mais de 100 bombeiros combatem incêndio de ... - SIC Notícias,http://sicnoticias.sapo.pt/Lusa/2011/09/23/incendiossintra-mais-de-100-bombeiros-combatem-incendio-de-grandes-dimensoes-numa-sucata-em-massama
29.162092699554073,40.962529695507456,"Maltepe, Istambul",3,2011/09/23,2011/09/23,2011/09/23,İstanbul'da orman yangını - Sabah,http://www.sabah.com.tr/Yasam/2011/09/23/istanbulda-orman-yangini
9.455218961110267,42.011017618560864,"Pinia, Ghisonaccia",5,2011/09/23,2011/09/23,2011/09/23,Corse – Ghisonaccia : 5 hectares ravagés par les flammes au ... - L'INFURMAZIONE PULITICA CORSA,http://infurmazione.unita-naziunale.org/7276/corse-ghisonaccia-5-hectares-ravages-par-les-flammes-au-domaine-de-pinia/2011/
3.273566545052049,43.513858957880856,Gabian,80,2011/09/23,2011/09/22,2011/09/22,Gabian: un terrible incendie ravage 50 hectares de végétations - Tout Montpellier,http://www.toutmontpellier.fr/gabian-un-terrible-incendie-ravage-50-hectares-de-vegetations--21763.html
28.357602947859025,37.205024168128503,Mugla,,2011/09/26,2011/09/25,2011/09/25,Bir hafta arayla 2. yangın - Tüm Gazeteler,http://www.tumgazeteler.com/?a=7102317
-7.42492,41.9916,Castrelo do Val,80,2011/09/27,2011/09/26,2011/09/26,Fuego controlado en Castrelo do Val y casi controlado en A Mezquita - ABC.es,http://www.abc.es/agencias/noticia.asp?noticia=938838
-7.42492,41.9916,Castrelo do Val,80,2011/09/27,2011/09/26,2011/09/26,Controlados dos incendios en Ourense que quemaron 120 hectáreas,http://www.abc.es/agencias/noticia.asp?noticia=939110
-7.51356567620016,40.51450653466393,"Serra da Estrela, Folgosinho",200,2011/09/28,2011/09/27,2011/09/27,Fogo deixa Serra da Estrela com menos brilho em 200 hectares - As Beiras Online,http://www.asbeiras.pt/2011/09/fogo-deixa-serra-da-estrela-com-menos-brilho-em-200-hectares/
-6.536857739812707,42.67377051999015,Toreno,30,2011/09/27,2011/09/27,2011/09/27,Un fuego con cuatro focos y nivel 1 en montes de Toreno (León) se ... - Qué.es,http://www.que.es/valladolid/201109271820-fuego-cuatro-focos-nivel-montes-epi.html
22.467201751364136,38.067421427486174,Kallithea Korinthos,,2011/09/27,2011/09/27,2011/09/27,Απείλησε περιουσίες η φωτιά στην Καλλιθέα Κορίνθου - Κορινθία,http://www.isthmos.gr/article.php?news_id=25701
-3.87621,36.7519,Nerja,20,2011/09/29,2011/09/27,2011/09/28,Nerja: Estabilizado un <b>incendio forestal</b> que afecta a un paraje de <b>...</b>,http://www.eldigitaldeasturias.com/digital/nerja-estabilizado-un-incendio-forestal-que-afecta-a-un-paraje-de-pinar-y-matorral/
-3.87621,36.7519,Nerja,20,2011/09/29,2011/09/27,2011/09/28,Un incendio calcina veinte hectáreas en la Sierra Almijara,http://www.diariosur.es/v/20110929/axarquia/incendio-calcina-veinte-hectareas-20110929.html
36.169908571918207,36.578499764806494,İskenderun,5,2011/09/28,2011/09/27,2011/09/27,İskenderun'da orman yangını - Gerçek Gündem,http://www.gercekgundem.com/?p=405263
0.87864,41.3223,Ulldemolins,7,2011/09/27,2011/09/27,2011/09/27,Treinta dotaciones de bomberos intentan apagar <b>incendio forestal</b>,http://www.adn.es/tecnologia/20110927/NWS-1290-Ulldemolins-Treinta-dotaciones-forestal-incendio.html
37.70442925822848,37.09107441710966,Altındağ,30,2011/09/27,2011/09/27,2011/09/27,Ankara'da 30 hektar ormanlık alan kül oldu - Star Gündem,http://www.stargundem.com/index.php?news=1235745/ankarada-30-hektar-ormanlik-alan-kul-oldu
-8.16328,42.1366,Padrenda,29,2011/09/28,2011/09/28,2011/09/28,Controlado un incendio forestal en Padrenda (Ourense) que afecta a ... - Europa Press,http://www.europapress.es/galicia/noticia-controlado-incendio-forestal-padrenda-ourense-afecta-mas-29-hectareas-20110928142553.html
-7.04503,42.0109,La Mezquita,115,2011/09/28,2011/09/26,2011/09/28,Extinguidos los <b>incendios forestales</b> registrados en A Mezquita y <b>...</b>,http://asturgalicia.net/2011/09/28/extinguidos-los-incendios-forestales-registrados-en-a-mezquita-y-padrenda/
22.427043578908947,38.453843193503651,Itea,,2011/09/28,2011/09/27,2011/09/27,"Μεγάλη φωτιά στην περιοχή της Ιτέας - Ο καπνός ""επνιξε"" την Πάτρα - Patrinorama.com",http://www.patrinorama.com/v2012/index.php?option=com_content&view=article&id=128390&catid=354:achaianewsgr&Itemid=66
-0.779020772938417,44.843530644813114,Martignas-sur-Jalle,20,2011/09/28,2011/09/28,2011/09/28,Gironde: 2 pompiers légèrement blessés - Le Figaro,http://www.lefigaro.fr/flash-actu/2011/09/28/97001-20110928FILWWW00643-gironde-2-pompiers-legerement-blesses.php
-6.65172225356633,42.121808922014466,Trefacio,30,2011/09/28,2011/09/27,2011/09/28,Controlados dos incendios intencionados - La Opinión de Zamora,http://www.laopiniondezamora.es/comarcas/2011/09/28/controlados-incendios-intencionados/548525.html
-6.389373635048083,42.116619095200747,Espadañedo,,2011/09/28,2011/09/28,2011/09/28,Controlados dos incendios intencionados - La Opinión de Zamora,http://www.laopiniondezamora.es/comarcas/2011/09/28/controlados-incendios-intencionados/548525.html
8.104608461176458,43.978519245491412,"San Bartolomeo, Villa Faraldi",4,2011/09/29,2011/09/29,2011/09/29,"Liguria, vasto rogo vicino Imperia: minacciate alcune abitazioni - TM News",http://www.tmnews.it/web/sezioni/cronaca/PN_20110929_00077.shtml
35.667003508218627,37.25765797219325,İmamoğlu,12,2011/09/30,2011/09/29,2011/09/29,İmamoğlu'ndaki orman yangını kontrol altına alındı - Timeturk,http://www.timeturk.com/tr/2011/09/30/imamoglu-ndaki-orman-yangini-kontrol-altina-alindi.html
18.48217746778823,40.080292332934434,Porto Badisco,100,2011/09/29,2011/09/28,2011/09/28,"Badisco, il fuoco infierisce sempre nella stessa zona - Lecceprima.it",http://www.lecceprima.it/articolo.asp?articolo=30240
-8.282098728485819,40.16393184847643,"Foz de Arouce, Lousã",,2011/09/29,2011/09/28,2011/09/28,Incêndios: Fogo com duas frentes ativas na Lousã - www.cnoticias.net,http://www.cnoticias.net/?p=43013
12.6448,41.7413,Castel Gandolfo,,2011/09/30,2011/09/29,2011/09/29,"Castel Gandolfo: vasto incendio al lago, fiamme vicino alle case - RomaToday",http://www.romatoday.it/zone/castelli/altre/castel-gandolfo-vasto-incendio-lago-29-settembre-2011.html
-7.25081019420556,42.339051121057608,Pobra of Trives,30,2011/10/03,2011/10/01,2011/10/02,Extinguidos los incendios forestales en Pobra de Trives y Castro ... - Qué.es,http://www.que.es/coruna/201110030932-extinguidos-incendios-forestales-pobra-trives-epi.html
-7.413623612737609,42.373829704042585,Castro Caldelas,26.4,2011/10/03,2011/10/02,2011/10/02,Extinguidos los incendios forestales en Pobra de Trives y Castro ... - Qué.es,http://www.que.es/coruna/201110030932-extinguidos-incendios-forestales-pobra-trives-epi.html
-7.449401168274642,41.947337707676432,Monterrei,30,2011/10/04,2011/10/02,2011/10/02,Extinguidos los incendios forestales en Pobra de Trives y Castro ... - Qué.es,http://www.que.es/coruna/201110030932-extinguidos-incendios-forestales-pobra-trives-epi.html
-7.449401168274642,41.947337707676432,Monterrei,30,2011/10/04,2011/10/02,2011/10/02,Otras mil hectáreas arrasadas por incendios forestales en Galicia en los últimos días,http://asturgalicia.net/2011/10/04/otras-mil-hectareas-arrasadas-por-incendios-forestales-en-galicia-en-los-ultimos-dias/
-7.380461781689844,42.260737969208321,Queixa Chandrexa,50,2011/10/03,2011/10/02,2011/10/02,Extinguidos los incendios forestales en Pobra de Trives y Castro ... - Qué.es,http://www.que.es/coruna/201110030932-extinguidos-incendios-forestales-pobra-trives-epi.html
-7.112582137632927,42.179954447030205,Viana do Bolo,216,2011/10/04,2011/10/02,2011/10/02,Extinguidos los incendios forestales en Pobra de Trives y Castro ... - Qué.es,http://www.que.es/coruna/201110030932-extinguidos-incendios-forestales-pobra-trives-epi.html
-7.112582137632927,42.179954447030205,Viana do Bolo,216,2011/10/04,2011/10/02,2011/10/02,"Controlados los fuegos forestales de Samos, en Lugo, y A Peroxa, en Ourense",http://www.abc.es/agencias/noticia.asp?noticia=948605
-8.376719607818359,42.649485961069622,Meavía,12,2011/10/03,2011/10/01,2011/10/02,Un nuevo incendio forestal en Meavía se ceba con 12 hectáreas de ... - Faro de Vigo,http://www.farodevigo.es/portada-deza-tabeiros-montes/2011/10/03/nuevo-incendio-forestal-meavia-ceba-12-hectareas-monte-raso/585228.html
